Room Rate,Month Record,Number of Star,Hotel Location,Number of Nights,Room-type Name 
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
28000,8,3,Residence area,5,SUPERIOR ROOM
44000,8,3,Residence area,2,SUPERIOR ROOM
50000,8,3,Residence area,3,EXECUTIVE SUITE
50000,8,3,Residence area,3,EXECUTIVE SUITE
28000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,4,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
120000,8,3,Residence area,3,DIPLOMATIC SUITE
80000,8,3,Residence area,3,EXECUTIVE SUITE
55000,8,3,Residence area,2,SUPERIOR ROOM
44000,8,3,Residence area,2,SUPERIOR ROOM
60000,8,3,Residence area,2,EXECUTIVE SUITE
36000,8,3,Residence area,2,SUPERIOR ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
20000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,2,CLASSIC ROOM
36000,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
0,8,3,Residence area,4,EXECUTIVE SUITE
44000,8,3,Residence area,1,SUPERIOR ROOM
44000,8,3,Residence area,1,SUPERIOR ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
28000,8,3,Residence area,7,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,2,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
0,8,3,Residence area,1,EXECUTIVE SUITE
44000,8,3,Residence area,4,SUPERIOR ROOM
38500,8,3,Residence area,32,SUPERIOR ROOM
33000,8,3,Residence area,2,SUPERIOR ROOM
55000,8,3,Residence area,1,DELUX ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
28000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
28000,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
29000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,4,SUPERIOR ROOM
90000,8,3,Residence area,2,EXECUTIVE SUITE
35000,8,3,Residence area,1,SUPERIOR ROOM
28000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
90000,8,3,Residence area,1,DIPLOMATIC SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
60000,8,3,Residence area,1,EXECUTIVE SUITE
33000,8,3,Residence area,1,SUPERIOR ROOM
42000,8,3,Residence area,1,DELUX ROOM
60000,8,3,Residence area,1,EXECUTIVE SUITE
38500,8,3,Residence area,5,SUPERIOR ROOM
55000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,4,SUPERIOR ROOM
28000,8,3,Residence area,4,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,2,SUPERIOR ROOM
36000,8,3,Residence area,1,SUPERIOR ROOM
41250,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
120000,8,3,Residence area,1,DIPLOMATIC SUITE
38500,8,3,Residence area,3,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,2,SUPERIOR ROOM
33000,8,3,Residence area,4,SUPERIOR ROOM
33000,8,3,Residence area,2,SUPERIOR ROOM
105000,8,3,Residence area,2,DIPLOMATIC SUITE
38500,8,3,Residence area,2,SUPERIOR ROOM
42000,8,3,Residence area,2,DELUX ROOM
33000,8,3,Residence area,3,SUPERIOR ROOM
42000,8,3,Residence area,3,DELUX ROOM
36000,8,3,Residence area,3,SUPERIOR ROOM
30000,8,3,Residence area,1,SUPERIOR ROOM
30000,8,3,Residence area,1,SUPERIOR ROOM
36000,8,3,Residence area,1,SUPERIOR ROOM
45000,8,3,Residence area,2,SUPERIOR ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
25000,8,3,Residence area,1,CLASSIC ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
42000,8,3,Residence area,1,DELUX ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,2,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,4,DELUX ROOM
30000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
42000,8,3,Residence area,1,DELUX ROOM
25000,8,3,Residence area,2,DELUX ROOM
18750,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
42000,8,3,Residence area,1,DELUX ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,2,CLASSIC ROOM
25000,8,3,Residence area,2,CLASSIC ROOM
25000,8,3,Residence area,2,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
36000,8,3,Residence area,3,SUPERIOR ROOM
48125,8,3,Residence area,1,SUPERIOR ROOM
50000,8,3,Residence area,1,DELUX ROOM
27000,8,3,Residence area,6,SUPERIOR ROOM
27000,8,3,Residence area,6,SUPERIOR ROOM
27000,8,3,Residence area,6,SUPERIOR ROOM
38500,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
45000,8,3,Residence area,2,SUPERIOR ROOM
25000,8,3,Residence area,5,SUPERIOR ROOM
28000,8,3,Residence area,12,SUPERIOR ROOM
28000,8,3,Residence area,1,SUPERIOR ROOM
27000,8,3,Residence area,2,CLASSIC ROOM
45000,8,3,Residence area,1,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
105000,8,3,Residence area,1,DIPLOMATIC SUITE
120000,8,3,Residence area,1,DIPLOMATIC SUITE
56000,8,3,Residence area,1,DELUX ROOM
56000,8,3,Residence area,1,DELUX ROOM
56000,8,3,Residence area,1,DELUX ROOM
56000,8,3,Residence area,1,DELUX ROOM
80000,8,3,Residence area,1,EXECUTIVE SUITE
27000,8,3,Residence area,1,CLASSIC ROOM
27000,8,3,Residence area,1,CLASSIC ROOM
45000,8,3,Residence area,1,SUPERIOR ROOM
44000,8,3,Residence area,4,SUPERIOR ROOM
33000,8,3,Residence area,1,SUPERIOR ROOM
35000,8,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,1,DELUX ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,2,EXECUTIVE SUITE
35000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,2,DELUX ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,2,DELUX ROOM
42000,9,3,Residence area,2,DELUX ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
60000,9,3,Residence area,2,EXECUTIVE SUITE
30000,9,3,Residence area,2,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
35000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,5,EXECUTIVE SUITE
45000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,2,EXECUTIVE SUITE
28000,9,3,Residence area,2,SUPERIOR ROOM
28000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,3,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
80000,9,3,Residence area,2,DIPLOMATIC SUITE
28000,9,3,Residence area,2,SUPERIOR ROOM
28000,9,3,Residence area,2,SUPERIOR ROOM
28000,9,3,Residence area,2,SUPERIOR ROOM
28000,9,3,Residence area,2,SUPERIOR ROOM
45000,9,3,Residence area,1,CLASSIC ROOM
56000,9,3,Residence area,11,DELUX ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
55000,9,3,Residence area,2,SUPERIOR ROOM
50000,9,3,Residence area,3,DELUX ROOM
38500,9,3,Residence area,3,SUPERIOR ROOM
44000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
38500,9,3,Residence area,3,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,1,SUPERIOR ROOM
65000,9,3,Residence area,2,EXECUTIVE SUITE
70000,9,3,Residence area,2,EXECUTIVE SUITE
50000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,3,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
38500,9,3,Residence area,2,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
33000,9,3,Residence area,11,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
27000,9,3,Residence area,3,SUPERIOR ROOM
27000,9,3,Residence area,3,SUPERIOR ROOM
27000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,3,SUPERIOR ROOM
25000,9,3,Residence area,1,SUPERIOR ROOM
25000,9,3,Residence area,1,SUPERIOR ROOM
25000,9,3,Residence area,2,SUPERIOR ROOM
25000,9,3,Residence area,2,SUPERIOR ROOM
25000,9,3,Residence area,2,SUPERIOR ROOM
25000,9,3,Residence area,2,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
90000,9,3,Residence area,4,DIPLOMATIC SUITE
35000,9,3,Residence area,3,SUPERIOR ROOM
30000,9,3,Residence area,4,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,2,DELUX ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,2,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
27000,9,3,Residence area,1,CLASSIC ROOM
38500,9,3,Residence area,1,SUPERIOR ROOM
20000,9,3,Residence area,1,SUPERIOR ROOM
40000,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,2,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,2,SUPERIOR ROOM
44000,9,3,Residence area,2,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,1,DELUX ROOM
55999,9,3,Residence area,1,DELUX ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
42000,9,3,Residence area,1,DELUX ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,3,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,9,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,CLASSIC ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
36000,9,3,Residence area,2,SUPERIOR ROOM
36000,9,3,Residence area,2,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
150000,9,3,Residence area,1,DIPLOMATIC SUITE
28000,9,3,Residence area,8,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
28000,9,3,Residence area,6,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
90000,9,3,Residence area,1,DIPLOMATIC SUITE
0,9,3,Residence area,1,DIPLOMATIC SUITE
90000,9,3,Residence area,1,EXECUTIVE SUITE
42000,9,3,Residence area,1,DELUX ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
60000,9,3,Residence area,1,EXECUTIVE SUITE
60000,9,3,Residence area,1,EXECUTIVE SUITE
60000,9,3,Residence area,1,EXECUTIVE SUITE
60000,9,3,Residence area,1,EXECUTIVE SUITE
42000,9,3,Residence area,1,DELUX ROOM
42000,9,3,Residence area,1,DELUX ROOM
42000,9,3,Residence area,1,DELUX ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
33000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,1,DELUX ROOM
42000,9,3,Residence area,1,DELUX ROOM
45000,9,3,Residence area,1,DELUX ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
30000,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,3,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,2,DELUX ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
50000,9,3,Residence area,4,DELUX ROOM
40000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,1,DELUX ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
35000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,4,CLASSIC ROOM
60000,9,3,Residence area,1,EXECUTIVE SUITE
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,4,SUPERIOR ROOM
70000,9,3,Residence area,2,EXECUTIVE SUITE
31500,9,3,Residence area,2,CLASSIC ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,2,SUPERIOR ROOM
42000,9,3,Residence area,2,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
60000,9,3,Residence area,2,EXECUTIVE SUITE
45000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,2,SUPERIOR ROOM
42000,9,3,Residence area,1,DELUX ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,2,SUPERIOR ROOM
38500,9,3,Residence area,1,SUPERIOR ROOM
35000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
55000,9,3,Residence area,1,DELUX ROOM
-4000.0000000000036,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
44000,9,3,Residence area,2,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
42000,9,3,Residence area,1,DELUX ROOM
44000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
45000,9,3,Residence area,1,SUPERIOR ROOM
33000,9,3,Residence area,1,SUPERIOR ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
27000,9,3,Residence area,1,CLASSIC ROOM
44000,9,3,Residence area,2,SUPERIOR ROOM
38500,9,3,Residence area,1,SUPERIOR ROOM
35000,10,3,Residence area,1,SUPERIOR ROOM
28000,10,3,Residence area,12,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
44000,10,3,Residence area,2,SUPERIOR ROOM
33000,10,3,Residence area,2,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
60000,10,3,Residence area,6,EXECUTIVE SUITE
35000,10,3,Residence area,1,SUPERIOR ROOM
45000,10,3,Residence area,3,SUPERIOR ROOM
31500,10,3,Residence area,2,CLASSIC ROOM
38500,10,3,Residence area,1,SUPERIOR ROOM
30000,10,3,Residence area,6,SUPERIOR ROOM
28000,10,3,Residence area,1,SUPERIOR ROOM
38500,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
90000,10,3,Residence area,1,DIPLOMATIC SUITE
44000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,2,SUPERIOR ROOM
33000,10,3,Residence area,2,SUPERIOR ROOM
27000,10,3,Residence area,1,CLASSIC ROOM
27000,10,3,Residence area,1,CLASSIC ROOM
75000,10,3,Residence area,2,DIPLOMATIC SUITE
44000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
42000,10,3,Residence area,2,DELUX ROOM
30000,10,3,Residence area,1,SUPERIOR ROOM
30000,10,3,Residence area,1,SUPERIOR ROOM
30000,10,3,Residence area,1,SUPERIOR ROOM
30000,10,3,Residence area,1,SUPERIOR ROOM
30000,10,3,Residence area,1,SUPERIOR ROOM
30000,10,3,Residence area,1,SUPERIOR ROOM
55000,10,3,Residence area,1,SUPERIOR ROOM
60000,10,3,Residence area,2,EXECUTIVE SUITE
33000,10,3,Residence area,1,SUPERIOR ROOM
40000,10,3,Residence area,2,SUPERIOR ROOM
38500,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
44000,10,3,Residence area,1,SUPERIOR ROOM
36000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,3,SUPERIOR ROOM
44000,10,3,Residence area,2,CLASSIC ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
60000,10,3,Residence area,1,EXECUTIVE SUITE
33000,10,3,Residence area,2,SUPERIOR ROOM
40000,10,3,Residence area,3,SUPERIOR ROOM
60000,10,3,Residence area,2,EXECUTIVE SUITE
55000,10,3,Residence area,1,SUPERIOR ROOM
55000,10,3,Residence area,1,SUPERIOR ROOM
27000,10,3,Residence area,2,CLASSIC ROOM
55999,10,3,Residence area,1,DELUX ROOM
35000,10,3,Residence area,2,SUPERIOR ROOM
60000,10,3,Residence area,1,EXECUTIVE SUITE
55000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,2,SUPERIOR ROOM
42000,10,3,Residence area,2,SUPERIOR ROOM
45000,10,3,Residence area,1,SUPERIOR ROOM
36000,10,3,Residence area,1,CLASSIC ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
33000,10,3,Residence area,2,SUPERIOR ROOM
33000,10,3,Residence area,1,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
15000,10,3,Residence area,2,SUPERIOR ROOM
